url,caption,author
https://www.tiktok.com/@peshawarjunkies/video/7361745984440880392,,peshawarjunkies
https://www.tiktok.com/@viralniaga/video/7335645729383288071,,viralniaga
https://www.tiktok.com/@mer.in.michigan/video/7188273268816694574,,mer.in.michigan
https://www.tiktok.com/@traveltribediscoveries/video/7268151774962322731,,traveltribediscoveries
https://www.tiktok.com/@chdanishofficial/video/7320223371034135813,,chdanishofficial
https://www.tiktok.com/@balkanstrek/video/7408515016498105633,,balkanstrek
https://www.tiktok.com/@scottman895/video/7209422063352761643,,scottman895
https://www.tiktok.com/@scottman895/video/7239489005295799595,,scottman895
https://www.tiktok.com/@itxsaifkhan0/video/7418477623510076689,,itxsaifkhan0
https://www.tiktok.com/@sunsetstealer2025/video/7387151974787042592,,sunsetstealer2025
https://www.tiktok.com/@sam.lw_/video/7270800533148028168,,sam.lw_
https://www.tiktok.com/@myhungrytraveller/video/7420383059372952839,,myhungrytraveller
https://www.tiktok.com/@relocationserbia/video/7403784577262603526,,relocationserbia
https://www.tiktok.com/@maximynor/video/7378359507593776389,,maximynor
https://www.tiktok.com/@antozanottir/video/7269569305040211205,,antozanottir
https://www.tiktok.com/@viajandocon.estilo/video/7263943077054795014,,viajandocon.estilo
https://www.tiktok.com/@americanroadtrips/video/7195779707294518570,,americanroadtrips
https://www.tiktok.com/@warmaniac0/video/7411172549444308255,,warmaniac0
https://www.tiktok.com/@japankatiger/video/7308576604123434247,,japankatiger
https://www.tiktok.com/@chenxily/video/7257879383287844104,,chenxily
https://www.tiktok.com/@classsyandwealthy/video/7286976414283238698,,classsyandwealthy
https://www.tiktok.com/@keepsiekits/video/7204254321326787845,,keepsiekits
https://www.tiktok.com/@ogaobinnatiktok/video/7417857588919799045,,ogaobinnatiktok
https://www.tiktok.com/@cotopaxiofficial/video/7218633702304255274,,cotopaxiofficial
https://www.tiktok.com/@pinktravelogue/video/7223402366127590682,,pinktravelogue
https://www.tiktok.com/@thetalesofatraveler/video/7249061304835656987,,thetalesofatraveler
https://www.tiktok.com/@carolinemcquistin/video/7352078242360167713,,carolinemcquistin
https://www.tiktok.com/@rentmount/video/7225038513954114859,,rentmount
https://www.tiktok.com/@sambentley/video/7398193903293222177,,sambentley
https://www.tiktok.com/@dazing.soul/video/7204840146431167787,,dazing.soul
https://www.tiktok.com/@parlasostenibilee/video/7401134559556848929,,parlasostenibilee
https://www.tiktok.com/@iberostar/video/7410043973286350113,,iberostar
https://www.tiktok.com/@africanheritagecity/video/7219992581185326378,,africanheritagecity
https://www.tiktok.com/@sarahbmarks/video/7274935799383149856,,sarahbmarks
https://www.tiktok.com/@thetalesofatraveler/video/7227077623980002587,,thetalesofatraveler
https://www.tiktok.com/@elliottontheroad/video/7347971134228270369,,elliottontheroad
https://www.tiktok.com/@ningaloocrew/video/7420064264095845640,,ningaloocrew
https://www.tiktok.com/@therailvoyage/video/7324749064191364384,,therailvoyage
https://www.tiktok.com/@dieneuenerzieher/video/7420804830765059360,,dieneuenerzieher
https://www.tiktok.com/@kosmetyki_w_podrozy/video/7337376082112302369,,kosmetyki_w_podrozy
https://www.tiktok.com/@sebastian_schieren/video/7325124616429554976,,sebastian_schieren
https://www.tiktok.com/@therailvoyage/video/7357727124406471969,,therailvoyage
https://www.tiktok.com/@jess.cliftonn/video/7197588060865826091,,jess.cliftonn
https://www.tiktok.com/@thetalesofatraveler/video/7257201438646947098,,thetalesofatraveler
https://www.tiktok.com/@interestingengineering/video/7331780858585697542,,interestingengineering
https://www.tiktok.com/@stubbosfits/video/7417128874242264352,,stubbosfits
